# trial1, trial2, trial3, trial4, trial 5
2.000000000000000000e+00,6.000000000000000000e+00,5.304428976147910202e-01,1.285658829658374191e+00,0.000000000000000000e+00
0.000000000000000000e+00,6.000000000000000000e+00,4.000352244525775536e-01,8.354358376379718010e-01,1.000000000000000000e+00
2.000000000000000000e+00,3.000000000000000000e+00,1.292345927484239709e-02,1.480343830583461973e+00,0.000000000000000000e+00
4.000000000000000000e+00,3.000000000000000000e+00,2.327090432082197236e-01,-1.186800810485829638e-01,0.000000000000000000e+00
1.000000000000000000e+00,4.000000000000000000e+00,3.444804085974051411e-01,-3.177961653619354454e-01,0.000000000000000000e+00
3.000000000000000000e+00,2.000000000000000000e+00,2.761575670507357971e-01,-2.013384905373444944e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.247402865407073458e-01,1.731613222719981637e+00,1.000000000000000000e+00
6.000000000000000000e+00,6.000000000000000000e+00,3.253749189186287971e-01,7.354762512181916012e-01,1.000000000000000000e+00
0.000000000000000000e+00,6.000000000000000000e+00,9.159025124969473186e-01,-1.454648028429692319e+00,0.000000000000000000e+00
2.000000000000000000e+00,6.000000000000000000e+00,2.379853918146584979e-01,-3.207893373524566827e-01,1.000000000000000000e+00
7.000000000000000000e+00,2.000000000000000000e+00,9.466934852193682470e-01,1.264295095745227471e+00,1.000000000000000000e+00
1.000000000000000000e+00,3.000000000000000000e+00,2.096229727826048883e-02,5.008886099725531338e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,6.854030109041198138e-02,-5.298187742793398769e-01,0.000000000000000000e+00
3.000000000000000000e+00,6.000000000000000000e+00,5.153081344897214588e-02,-1.313914154422226366e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.000000000000000000e+00,5.843006763466896958e-01,-1.611405502238666632e+00,0.000000000000000000e+00
1.000000000000000000e+00,3.000000000000000000e+00,9.111086567353616772e-01,-1.155184379308117792e+00,0.000000000000000000e+00
3.000000000000000000e+00,5.000000000000000000e+00,1.374523889757029993e-01,-6.552927049200717169e-02,0.000000000000000000e+00
2.000000000000000000e+00,4.000000000000000000e+00,5.699005692920038335e-01,1.242625207697368284e+00,0.000000000000000000e+00
2.000000000000000000e+00,5.000000000000000000e+00,1.092299207880841339e-01,4.654777550682335230e-01,1.000000000000000000e+00
0.000000000000000000e+00,5.000000000000000000e+00,6.714892813241639669e-01,-3.716137486575272209e-01,0.000000000000000000e+00
4.000000000000000000e+00,2.000000000000000000e+00,6.499465161668753765e-01,-1.672732001874775554e+00,0.000000000000000000e+00
2.000000000000000000e+00,3.000000000000000000e+00,2.905024861659136759e-01,-1.176715084454901472e+00,1.000000000000000000e+00
1.000000000000000000e+00,5.000000000000000000e+00,9.970612085784847922e-01,-5.599714520208957103e-01,1.000000000000000000e+00
3.000000000000000000e+00,1.000000000000000000e+00,6.720737495409645490e-02,9.705894650065380880e-01,0.000000000000000000e+00
4.000000000000000000e+00,6.000000000000000000e+00,7.117581936059338421e-01,1.346900714491006568e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,2.415162988121976051e-01,-6.937237337924049285e-01,1.000000000000000000e+00
0.000000000000000000e+00,6.000000000000000000e+00,5.649121691455468719e-01,5.083430879286924275e-01,0.000000000000000000e+00
2.000000000000000000e+00,3.000000000000000000e+00,4.997385728286179996e-01,-1.859461353733458111e+00,1.000000000000000000e+00
0.000000000000000000e+00,5.000000000000000000e+00,3.680008330277559914e-01,3.297982521643373910e-01,1.000000000000000000e+00
4.000000000000000000e+00,1.000000000000000000e+00,5.128094514922628688e-01,1.285979710520924080e+00,0.000000000000000000e+00
5.000000000000000000e+00,6.000000000000000000e+00,8.213333813097967173e-03,-1.171755705726716279e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,2.793247653264845365e-01,4.794193450143461877e-01,0.000000000000000000e+00
3.000000000000000000e+00,1.000000000000000000e+00,2.898073273511353465e-01,-4.307202161406644692e-01,0.000000000000000000e+00
1.000000000000000000e+00,2.000000000000000000e+00,2.663280942200240142e-01,-1.780290656432681917e+00,1.000000000000000000e+00
1.000000000000000000e+00,3.000000000000000000e+00,8.378707409121436411e-01,-3.512099175589057376e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,5.116761957446555042e-01,8.083027805718264736e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.000000000000000000e+00,6.349874439313623053e-01,4.563902107611282344e-01,0.000000000000000000e+00
2.000000000000000000e+00,5.000000000000000000e+00,6.019620284667687171e-01,-2.858737851297692978e-01,0.000000000000000000e+00
2.000000000000000000e+00,5.000000000000000000e+00,2.456963504087816830e-01,-2.368788591057200132e-01,0.000000000000000000e+00
3.000000000000000000e+00,3.000000000000000000e+00,8.219242018040106013e-01,8.148677871463959610e-01,1.000000000000000000e+00
1.000000000000000000e+00,4.000000000000000000e+00,6.920081593450781998e-01,-1.599126315800936560e+00,1.000000000000000000e+00
3.000000000000000000e+00,1.000000000000000000e+00,4.366520905195430124e-01,-2.800463539711864902e-01,0.000000000000000000e+00
0.000000000000000000e+00,4.000000000000000000e+00,4.353286366919694172e-01,2.833217595938203326e-01,0.000000000000000000e+00
3.000000000000000000e+00,4.000000000000000000e+00,3.946082718573400427e-01,8.918609733549821561e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,8.064296538758672916e-01,-3.187209769881218513e-01,0.000000000000000000e+00
1.000000000000000000e+00,3.000000000000000000e+00,4.833657193328811941e-01,2.805529748721981576e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,3.359805338302616073e-01,-2.520622516269919178e-01,0.000000000000000000e+00
1.000000000000000000e+00,6.000000000000000000e+00,9.805018989868943269e-01,-4.489758716703643460e-01,0.000000000000000000e+00
3.000000000000000000e+00,4.000000000000000000e+00,7.357221076663269521e-01,2.794580838114446575e-01,0.000000000000000000e+00
2.000000000000000000e+00,6.000000000000000000e+00,7.426016117206819533e-01,3.035025684150417097e-02,0.000000000000000000e+00
3.000000000000000000e+00,2.000000000000000000e+00,5.603037937883293962e-01,-1.232824757594308096e+00,1.000000000000000000e+00
4.000000000000000000e+00,1.000000000000000000e+00,8.267345684525689853e-01,1.626328686779839050e-02,0.000000000000000000e+00
2.000000000000000000e+00,4.000000000000000000e+00,4.011347601516560557e-01,-9.450671284916930537e-01,0.000000000000000000e+00
1.000000000000000000e+00,6.000000000000000000e+00,9.755716629037614052e-01,1.572060193284779750e+00,0.000000000000000000e+00
2.000000000000000000e+00,1.000000000000000000e+00,7.715882291442122121e-01,-3.840806289146327934e-01,0.000000000000000000e+00
1.000000000000000000e+00,3.000000000000000000e+00,6.792556149571046253e-01,3.629692667026355735e-01,0.000000000000000000e+00
1.000000000000000000e+00,6.000000000000000000e+00,4.390595538337634940e-01,8.169999201700516300e-01,0.000000000000000000e+00
4.000000000000000000e+00,6.000000000000000000e+00,4.766475674861169187e-01,-3.624320527428943617e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.537938114747247065e-01,-9.125049781159643159e-01,0.000000000000000000e+00
3.000000000000000000e+00,6.000000000000000000e+00,2.258155820412554027e-01,-5.113146697328608409e-02,0.000000000000000000e+00
1.000000000000000000e+00,2.000000000000000000e+00,9.664832307062211081e-01,2.082183168740986634e+00,1.000000000000000000e+00
2.000000000000000000e+00,6.000000000000000000e+00,8.584048377459829737e-01,2.922087446007893830e-01,0.000000000000000000e+00
3.000000000000000000e+00,5.000000000000000000e+00,8.067048786394389603e-01,1.897922825258725960e-03,0.000000000000000000e+00
2.000000000000000000e+00,5.000000000000000000e+00,1.057258790917889879e-01,2.427344399427873167e+00,0.000000000000000000e+00
4.000000000000000000e+00,1.000000000000000000e+00,1.815140564009920521e-02,5.446087514265718355e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.000000000000000000e+00,7.763317392478277235e-01,1.218592663917962060e+00,0.000000000000000000e+00
6.000000000000000000e+00,4.000000000000000000e+00,1.051906542429708047e-01,-2.481602562303512061e-01,0.000000000000000000e+00
3.000000000000000000e+00,4.000000000000000000e+00,5.751090212428539017e-01,-1.477957101023943620e+00,1.000000000000000000e+00
3.000000000000000000e+00,2.000000000000000000e+00,8.919570782230963335e-01,-1.233988172101831537e+00,0.000000000000000000e+00
2.000000000000000000e+00,2.000000000000000000e+00,1.564321947136737556e-01,3.749221437116600497e-01,0.000000000000000000e+00
2.000000000000000000e+00,2.000000000000000000e+00,2.355007797437114192e-02,1.535279673071786144e+00,0.000000000000000000e+00
3.000000000000000000e+00,6.000000000000000000e+00,8.153414912721234087e-01,-8.680985926709522404e-01,0.000000000000000000e+00
3.000000000000000000e+00,6.000000000000000000e+00,6.061020816608536643e-01,5.062302460840132357e-01,0.000000000000000000e+00
2.000000000000000000e+00,1.000000000000000000e+00,1.594582733858570522e-01,-2.570859279928979779e-01,0.000000000000000000e+00
1.000000000000000000e+00,4.000000000000000000e+00,9.954312185701642557e-01,-6.643051289086012723e-01,0.000000000000000000e+00
1.000000000000000000e+00,6.000000000000000000e+00,6.640807986218133507e-02,-9.163382743704779898e-01,0.000000000000000000e+00
2.000000000000000000e+00,5.000000000000000000e+00,6.628689962824751980e-02,-1.301229775341066874e+00,0.000000000000000000e+00
0.000000000000000000e+00,5.000000000000000000e+00,7.426990061610879712e-01,-6.754487727771473216e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,4.518415233566442923e-01,1.782036468281328334e-01,0.000000000000000000e+00
3.000000000000000000e+00,2.000000000000000000e+00,3.144074063702118060e-01,-5.360911616593330153e-01,0.000000000000000000e+00
2.000000000000000000e+00,2.000000000000000000e+00,4.843573657790121167e-01,1.464404108301185781e-01,1.000000000000000000e+00
3.000000000000000000e+00,1.000000000000000000e+00,1.331421583995838764e-01,-4.008135261486241441e-01,0.000000000000000000e+00
1.000000000000000000e+00,2.000000000000000000e+00,9.225829339656845818e-01,-2.122956556116161853e+00,0.000000000000000000e+00
1.000000000000000000e+00,3.000000000000000000e+00,9.403374946864251349e-01,7.546733004960448632e-01,0.000000000000000000e+00
4.000000000000000000e+00,3.000000000000000000e+00,8.739738655206840123e-01,1.188758105520689945e+00,0.000000000000000000e+00
4.000000000000000000e+00,5.000000000000000000e+00,9.907812019346589061e-01,2.552546472562376767e+00,1.000000000000000000e+00
3.000000000000000000e+00,2.000000000000000000e+00,6.334461579926309316e-02,-1.176545062984941659e+00,0.000000000000000000e+00
1.000000000000000000e+00,3.000000000000000000e+00,2.010577528260505398e-01,1.433385710543408242e+00,1.000000000000000000e+00
0.000000000000000000e+00,2.000000000000000000e+00,3.811544721073767406e-01,4.401616052373950039e-01,0.000000000000000000e+00
1.000000000000000000e+00,5.000000000000000000e+00,8.902243331248534952e-01,1.388084695444569139e+00,1.000000000000000000e+00
2.000000000000000000e+00,4.000000000000000000e+00,1.011262561940119431e-01,-5.494980517849922252e-01,0.000000000000000000e+00
2.000000000000000000e+00,6.000000000000000000e+00,6.106048314431679058e-01,6.795201411443940742e-01,0.000000000000000000e+00
0.000000000000000000e+00,6.000000000000000000e+00,2.396582512387468444e-01,4.945010288837159984e-01,1.000000000000000000e+00
2.000000000000000000e+00,6.000000000000000000e+00,7.282731425300980055e-01,4.964289054555376911e-03,1.000000000000000000e+00
5.000000000000000000e+00,5.000000000000000000e+00,5.470243984374600910e-01,1.035642455288861896e+00,0.000000000000000000e+00
2.000000000000000000e+00,5.000000000000000000e+00,1.190768592732305287e-01,2.211661851779517518e-01,1.000000000000000000e+00
2.000000000000000000e+00,1.000000000000000000e+00,9.699087746837989910e-01,1.627922451319926411e-01,0.000000000000000000e+00
2.000000000000000000e+00,4.000000000000000000e+00,4.803163826833345418e-02,-1.261046390597898803e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,4.385092778004806569e-01,-1.170332003665900400e+00,0.000000000000000000e+00
2.000000000000000000e+00,3.000000000000000000e+00,1.820147381742334147e-01,-1.174342121772766201e-01,0.000000000000000000e+00
1.000000000000000000e+00,5.000000000000000000e+00,1.497487339065761702e-01,9.927360191816927415e-01,0.000000000000000000e+00
1.000000000000000000e+00,4.000000000000000000e+00,4.429314876056357209e-01,5.577042132208185482e-02,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,9.997375730718984777e-01,1.653831541682225126e+00,1.000000000000000000e+00
2.000000000000000000e+00,2.000000000000000000e+00,4.057291712988095878e-01,1.395971657755411544e+00,1.000000000000000000e+00
3.000000000000000000e+00,6.000000000000000000e+00,2.311363730200844957e-01,-4.121796979396532556e-01,0.000000000000000000e+00
0.000000000000000000e+00,3.000000000000000000e+00,6.142595398274982577e-01,-3.296829620849779374e-01,0.000000000000000000e+00
3.000000000000000000e+00,4.000000000000000000e+00,5.054127375667472055e-02,1.354908723421013983e+00,0.000000000000000000e+00
3.000000000000000000e+00,6.000000000000000000e+00,6.272051210702274116e-01,5.747097894025073872e-01,0.000000000000000000e+00
1.000000000000000000e+00,2.000000000000000000e+00,5.710067621040501029e-01,1.007084343567782536e+00,1.000000000000000000e+00
2.000000000000000000e+00,4.000000000000000000e+00,4.735942725476393056e-01,-1.345604662065302382e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.000000000000000000e+00,2.772283626375324772e-01,7.621023675054596769e-01,1.000000000000000000e+00
2.000000000000000000e+00,5.000000000000000000e+00,5.134068967656698623e-01,2.042395256582118512e-01,0.000000000000000000e+00
1.000000000000000000e+00,6.000000000000000000e+00,6.908858540913943580e-01,3.122057879855043017e-01,0.000000000000000000e+00
2.000000000000000000e+00,2.000000000000000000e+00,5.799631630992704290e-01,-5.767676974397406564e-01,0.000000000000000000e+00
1.000000000000000000e+00,3.000000000000000000e+00,2.480201491808079473e-01,1.276751295708050238e+00,0.000000000000000000e+00
2.000000000000000000e+00,3.000000000000000000e+00,4.861009520047743226e-02,1.259713191383002862e+00,1.000000000000000000e+00
4.000000000000000000e+00,2.000000000000000000e+00,4.643257850875857073e-01,8.609681860444410306e-01,0.000000000000000000e+00
0.000000000000000000e+00,5.000000000000000000e+00,8.742199757697215468e-01,-1.533424595486257314e+00,0.000000000000000000e+00
1.000000000000000000e+00,3.000000000000000000e+00,8.452984238404676054e-01,-6.790117608272071559e-01,1.000000000000000000e+00
1.000000000000000000e+00,2.000000000000000000e+00,6.103101834478888987e-01,-9.458173603162171039e-01,0.000000000000000000e+00
2.000000000000000000e+00,2.000000000000000000e+00,2.805178873878644286e-02,2.971265938160123077e-01,0.000000000000000000e+00
0.000000000000000000e+00,3.000000000000000000e+00,4.547103316590462851e-01,-1.220852188790595427e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,7.114790984477614710e-02,1.316903777892579397e+00,0.000000000000000000e+00
1.000000000000000000e+00,4.000000000000000000e+00,4.594813811552848071e-01,1.040069884902023345e+00,1.000000000000000000e+00
4.000000000000000000e+00,5.000000000000000000e+00,2.771446243987929492e-01,8.948633802919226943e-01,0.000000000000000000e+00
1.000000000000000000e+00,6.000000000000000000e+00,7.561366477941624531e-01,1.861270991440217237e+00,1.000000000000000000e+00
2.000000000000000000e+00,6.000000000000000000e+00,4.081416515186139238e-01,-1.808592183470734693e-01,0.000000000000000000e+00
3.000000000000000000e+00,6.000000000000000000e+00,2.413554859266238140e-01,3.274535064583172783e-01,1.000000000000000000e+00
2.000000000000000000e+00,3.000000000000000000e+00,1.045699862666935598e-01,8.367934206280265297e-01,1.000000000000000000e+00
2.000000000000000000e+00,4.000000000000000000e+00,8.869953469915861088e-01,-2.420381941686507721e-01,1.000000000000000000e+00
1.000000000000000000e+00,3.000000000000000000e+00,7.273453111706085217e-01,-6.554411388657866988e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,2.028418748441732644e-01,1.815692604552940237e+00,0.000000000000000000e+00
0.000000000000000000e+00,6.000000000000000000e+00,4.465761138094921368e-01,1.560544404885609859e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,8.071037891590847613e-01,7.543517841561450110e-01,0.000000000000000000e+00
3.000000000000000000e+00,5.000000000000000000e+00,3.024687301514515925e-01,-1.136619271755078708e+00,0.000000000000000000e+00
1.000000000000000000e+00,5.000000000000000000e+00,3.393575850140145844e-01,-5.635829833615865203e-01,0.000000000000000000e+00
2.000000000000000000e+00,1.000000000000000000e+00,4.442902700459350207e-01,2.689314094921677611e-01,0.000000000000000000e+00
2.000000000000000000e+00,3.000000000000000000e+00,2.109149222813703206e-01,-5.371842589570345883e-01,0.000000000000000000e+00
1.000000000000000000e+00,6.000000000000000000e+00,7.606693471719292443e-01,-7.478510819032793688e-02,0.000000000000000000e+00
2.000000000000000000e+00,5.000000000000000000e+00,9.998848195720548837e-01,-1.648573974535767206e-01,0.000000000000000000e+00
4.000000000000000000e+00,4.000000000000000000e+00,6.733972474793374907e-01,-1.792627851099461989e+00,0.000000000000000000e+00
0.000000000000000000e+00,3.000000000000000000e+00,8.392666055487936205e-01,6.815516371705581111e-01,0.000000000000000000e+00
2.000000000000000000e+00,6.000000000000000000e+00,3.066676375270553923e-01,-1.215029822279240390e+00,0.000000000000000000e+00
1.000000000000000000e+00,2.000000000000000000e+00,4.568060305344928684e-01,9.687096718000528517e-01,1.000000000000000000e+00
4.000000000000000000e+00,1.000000000000000000e+00,3.514405115798179269e-01,2.871115214219759793e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,5.918760493705620407e-01,1.403135667570569289e+00,1.000000000000000000e+00
3.000000000000000000e+00,4.000000000000000000e+00,2.579033246078697994e-01,-2.457030962139337971e-01,0.000000000000000000e+00
1.000000000000000000e+00,5.000000000000000000e+00,1.068067342138291353e-01,1.137002187510553375e+00,1.000000000000000000e+00
2.000000000000000000e+00,3.000000000000000000e+00,2.715766138112980510e-01,-1.982007090855854692e+00,1.000000000000000000e+00
4.000000000000000000e+00,3.000000000000000000e+00,8.741226233326976347e-01,9.603962620984730636e-01,0.000000000000000000e+00
0.000000000000000000e+00,5.000000000000000000e+00,5.474224905933420260e-01,-6.364190391563900873e-02,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,7.436926953794487094e-02,-5.285352875232683934e-01,0.000000000000000000e+00
4.000000000000000000e+00,6.000000000000000000e+00,1.660667873068790712e-01,-1.024762821140672964e+00,1.000000000000000000e+00
3.000000000000000000e+00,4.000000000000000000e+00,1.999380858799799654e-01,-2.146225567042464311e-01,0.000000000000000000e+00
2.000000000000000000e+00,3.000000000000000000e+00,7.783237459086864707e-01,-1.009456867008445391e+00,0.000000000000000000e+00
1.000000000000000000e+00,6.000000000000000000e+00,4.242090715486580565e-01,8.760442746289840432e-01,0.000000000000000000e+00
4.000000000000000000e+00,3.000000000000000000e+00,9.836691486167642440e-01,2.234901771994711961e+00,0.000000000000000000e+00
3.000000000000000000e+00,4.000000000000000000e+00,2.295633044501320663e-01,-1.777646463380404329e+00,0.000000000000000000e+00
0.000000000000000000e+00,4.000000000000000000e+00,3.163212157660150181e-01,-4.295800989404180981e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.000000000000000000e+00,5.982321226282708571e-01,-9.839029343097621672e-01,1.000000000000000000e+00
2.000000000000000000e+00,4.000000000000000000e+00,5.439336783863432112e-01,1.379784176995176304e-01,1.000000000000000000e+00
1.000000000000000000e+00,4.000000000000000000e+00,5.641871841654900743e-01,-2.137658762727243922e-01,0.000000000000000000e+00
1.000000000000000000e+00,2.000000000000000000e+00,5.465766057545878853e-01,1.935652441065534024e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,8.503848001806413315e-01,-1.866804261289632283e+00,0.000000000000000000e+00
3.000000000000000000e+00,1.000000000000000000e+00,1.786365800242140089e-02,-3.523692208587519969e-01,1.000000000000000000e+00
2.000000000000000000e+00,1.000000000000000000e+00,1.974265241793036196e-01,5.248771184395547434e-02,1.000000000000000000e+00
4.000000000000000000e+00,1.000000000000000000e+00,4.321283437629127588e-01,4.971007249072197931e-01,0.000000000000000000e+00
3.000000000000000000e+00,1.000000000000000000e+00,4.748849869314961669e-01,1.179036881766832412e+00,0.000000000000000000e+00
0.000000000000000000e+00,5.000000000000000000e+00,3.708205976440029916e-01,3.880395604657939090e-01,0.000000000000000000e+00
3.000000000000000000e+00,1.000000000000000000e+00,1.690885958696523028e-01,-2.637872905294609271e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,5.397264110752238997e-01,-4.362499369604777022e-01,0.000000000000000000e+00
3.000000000000000000e+00,5.000000000000000000e+00,3.379431525547875736e-01,-1.676673090453783654e+00,0.000000000000000000e+00
2.000000000000000000e+00,5.000000000000000000e+00,4.712327967700113973e-01,7.173653976323782766e-01,0.000000000000000000e+00
1.000000000000000000e+00,5.000000000000000000e+00,2.744721050855252198e-01,-5.267681891142087514e-01,0.000000000000000000e+00
2.000000000000000000e+00,3.000000000000000000e+00,5.117799889694074622e-01,-1.673668839791649376e-01,0.000000000000000000e+00
0.000000000000000000e+00,6.000000000000000000e+00,4.729721426904818227e-01,7.427151094123830566e-01,0.000000000000000000e+00
1.000000000000000000e+00,2.000000000000000000e+00,6.973446282791910811e-01,9.084433642072754500e-01,0.000000000000000000e+00
0.000000000000000000e+00,5.000000000000000000e+00,5.020618066882548414e-01,-1.334566600649347734e+00,1.000000000000000000e+00
4.000000000000000000e+00,3.000000000000000000e+00,8.514537674588008587e-01,-2.501709250664406081e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,3.834445525842318236e-01,4.765245254442131984e-01,1.000000000000000000e+00
2.000000000000000000e+00,4.000000000000000000e+00,3.120365368935489325e-01,5.316579386191816470e-01,1.000000000000000000e+00
5.000000000000000000e+00,3.000000000000000000e+00,5.325886314928757193e-01,1.767208655557220010e-01,0.000000000000000000e+00
2.000000000000000000e+00,6.000000000000000000e+00,8.331788313867533047e-01,-1.433762437431742365e+00,0.000000000000000000e+00
1.000000000000000000e+00,2.000000000000000000e+00,4.622234158127147552e-01,1.053741384625678679e+00,0.000000000000000000e+00
0.000000000000000000e+00,5.000000000000000000e+00,9.140273733493678998e-01,-2.683049612996333266e-01,1.000000000000000000e+00
0.000000000000000000e+00,2.000000000000000000e+00,5.668169648083097867e-01,3.776485019138791088e-01,0.000000000000000000e+00
2.000000000000000000e+00,6.000000000000000000e+00,7.944139335677856684e-01,-6.838811899416828710e-02,0.000000000000000000e+00
4.000000000000000000e+00,3.000000000000000000e+00,8.384426244987666088e-01,-3.086986861413047456e-01,0.000000000000000000e+00
2.000000000000000000e+00,2.000000000000000000e+00,9.931763308576512239e-01,-9.355767011026283608e-02,0.000000000000000000e+00
1.000000000000000000e+00,5.000000000000000000e+00,4.343737824846903850e-01,3.733752180469416260e-01,0.000000000000000000e+00
0.000000000000000000e+00,6.000000000000000000e+00,9.893644360005529048e-01,-8.866414021047905880e-01,0.000000000000000000e+00
2.000000000000000000e+00,4.000000000000000000e+00,8.693763974731157917e-01,-5.859015893326192659e-01,0.000000000000000000e+00
3.000000000000000000e+00,6.000000000000000000e+00,3.321922128282690512e-01,-1.106581147207111648e+00,0.000000000000000000e+00
1.000000000000000000e+00,5.000000000000000000e+00,2.322663245518234998e-01,-7.766001753448301681e-01,1.000000000000000000e+00
1.000000000000000000e+00,4.000000000000000000e+00,5.100619351863444617e-01,1.567269134000242314e-01,1.000000000000000000e+00
3.000000000000000000e+00,4.000000000000000000e+00,2.927577770851603756e-01,3.800820796462565931e-02,0.000000000000000000e+00
1.000000000000000000e+00,4.000000000000000000e+00,8.208435951792468765e-01,-8.759787992907418497e-01,0.000000000000000000e+00
2.000000000000000000e+00,2.000000000000000000e+00,8.640223895459023806e-01,1.475071312413044122e+00,0.000000000000000000e+00
4.000000000000000000e+00,5.000000000000000000e+00,9.208220731466776332e-02,-1.040938338846345790e+00,0.000000000000000000e+00
1.000000000000000000e+00,4.000000000000000000e+00,8.751834280893093787e-01,2.022996880406196851e+00,1.000000000000000000e+00
2.000000000000000000e+00,6.000000000000000000e+00,1.352410914098456374e-01,1.097747552259760617e+00,0.000000000000000000e+00
2.000000000000000000e+00,1.000000000000000000e+00,8.033346988474397987e-01,-5.051907199502430057e-01,0.000000000000000000e+00
4.000000000000000000e+00,4.000000000000000000e+00,1.927463905180059056e-01,-3.315803472771702953e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,7.439745792391538881e-01,-8.237479909012036527e-01,0.000000000000000000e+00
