# X1, X2, X3, Y
8.941181180978449161e-01,1.734267252086281186e+00,7.111735824977651887e-01,1.000000000000000000e+00
-2.235664443845669869e+00,2.737273376023560134e-01,3.142990096298831082e-02,0.000000000000000000e+00
2.877959284570231979e+00,1.782632813422702300e+00,-1.217432690073825680e-01,1.000000000000000000e+00
-3.193395768533247470e+00,3.018873054409837664e+00,-1.642746273610716123e+00,0.000000000000000000e+00
-2.900720773523567164e+00,3.463277173142484511e+00,-3.592960925689704932e-01,0.000000000000000000e+00
1.463943685105436820e+00,-2.577515103233492422e+00,-1.395570200328869692e+00,0.000000000000000000e+00
-1.506946111931137589e+00,6.140265698796888216e+00,-4.431595546340421077e-01,0.000000000000000000e+00
-8.798581740649673577e-01,-2.224732106820558553e+00,7.456405839264967916e-01,0.000000000000000000e+00
-6.108544428762636286e-02,6.188721904310114930e+00,-6.756911659025909289e-01,1.000000000000000000e+00
2.823071008588811992e+00,-1.873617034552875538e+00,-5.470792109254666441e-02,1.000000000000000000e+00
-1.730812293909740562e+00,3.189138070599360830e+00,1.565068137982639884e+00,0.000000000000000000e+00
-1.405283495467235300e+00,-1.525944325767595977e+01,9.904319171054750681e-01,0.000000000000000000e+00
-8.428311504283511613e-02,-7.399927448244092432e+00,2.177282969545965008e-01,0.000000000000000000e+00
-7.654889261260812150e-01,1.088461536983027500e+00,-6.987496365336653970e-01,0.000000000000000000e+00
-1.805522023250024866e+00,3.197065566918519508e+00,-1.041739027730242961e+00,0.000000000000000000e+00
2.545832317457235039e+00,6.603401808064148781e+00,-1.716957453359166497e+00,1.000000000000000000e+00
-2.196345035786741118e+00,3.907355555243435141e+00,-4.997129672676053347e-01,0.000000000000000000e+00
-1.524479752871766847e+00,3.805378002311102570e+00,-8.378652998963356247e-01,0.000000000000000000e+00
-9.956423528777601506e-01,2.327419611464121463e+00,8.712376766921646754e-01,0.000000000000000000e+00
-5.215755339379628541e-01,-5.061028802834441009e+00,6.846489253600220870e-01,0.000000000000000000e+00
-1.397509611695815779e-01,-2.074393023263208846e+00,-5.360261908614635251e-01,0.000000000000000000e+00
1.442876351624128084e+00,-1.697963032866582456e+00,-6.656276440888750368e-02,0.000000000000000000e+00
4.810815357086259070e+00,-7.157545010018718790e-01,8.856644549927730758e-02,1.000000000000000000e+00
-1.878244168073299525e+00,-8.675877797988929885e+00,-6.794875197605216854e-01,0.000000000000000000e+00
6.513349122284994505e-03,-4.742815281637615676e+00,1.720128091620495292e+00,0.000000000000000000e+00
1.384405569474872255e+00,-3.346972096846789757e+00,-1.477521156927062540e+00,0.000000000000000000e+00
-2.476799007157769461e-01,3.565406748593671349e+00,-1.773050871543754015e-01,0.000000000000000000e+00
2.617499067692812709e+00,1.233055670623845801e+00,-8.160478404441493527e-01,1.000000000000000000e+00
3.475707866861240891e+00,4.765539197773421165e+00,1.331443821279351347e+00,1.000000000000000000e+00
-1.499044932478941883e+00,-4.172895678349973991e+00,2.226909115690276497e+00,0.000000000000000000e+00
-1.637927204674071158e+00,1.505166617634487558e+00,3.815459037283730481e-01,0.000000000000000000e+00
-7.145804719482051759e-01,-3.424908556386122016e-01,-2.296459413733947574e+00,0.000000000000000000e+00
-2.003762162189457907e+00,4.013905257038313801e-01,9.824379295956092717e-02,0.000000000000000000e+00
1.328663562184072278e-01,4.948976761608037123e+00,-5.779333976109859994e-02,1.000000000000000000e+00
3.380997914416148942e-01,-8.317468737115115474e+00,-1.954377097444288669e+00,0.000000000000000000e+00
1.990836835212441480e+00,-7.590886179501614706e+00,-4.426001859767306756e-01,0.000000000000000000e+00
2.392497767697644218e+00,1.292236405132990776e-02,-2.359389227146275747e+00,0.000000000000000000e+00
2.296607389800060961e+00,-1.070563814739201902e+01,-1.183254030426108994e+00,0.000000000000000000e+00
1.374267333895053955e+00,2.576703025331335439e+00,3.211233100824942982e-02,1.000000000000000000e+00
-1.924734683796584411e+00,2.415316956720281905e+00,2.307998027183619350e+00,1.000000000000000000e+00
1.570428605763815266e+00,1.023785412319994315e+01,-1.670651539001396374e-02,1.000000000000000000e+00
1.016021414723398797e+00,-3.407576411169750852e+00,3.827796345453150506e-01,0.000000000000000000e+00
-2.709792901678712340e+00,-2.197013806827831761e+00,-4.147879649664621415e-01,0.000000000000000000e+00
2.198056306005011576e-02,-2.273529846759932305e+00,8.395700593173776038e-01,0.000000000000000000e+00
9.651068824016343362e-01,4.420299383155832373e+00,1.353532226145912176e+00,1.000000000000000000e+00
-1.965364189562814001e+00,1.014346438747974410e+01,-8.909084432458079794e-01,0.000000000000000000e+00
4.427122419949042209e-01,5.800296075669613138e+00,-6.378662641752660956e-02,1.000000000000000000e+00
-1.594353191057687802e+00,3.847105629935754223e-01,1.896988726976434891e-01,0.000000000000000000e+00
1.416347790098940074e+00,4.251831703571695265e+00,-9.028608922709029094e-02,1.000000000000000000e+00
-2.343110410443834279e+00,-3.404995009229708991e+00,-2.104352452035187782e-01,0.000000000000000000e+00
-2.521242856182447145e+00,4.016909183535251060e-01,-1.865542689812332178e+00,0.000000000000000000e+00
2.388841454162751454e-01,-2.230143179397838349e+00,-1.729650337052319298e+00,0.000000000000000000e+00
-1.787215813924583507e+00,-1.090053767292984332e+01,1.589620944873456398e+00,0.000000000000000000e+00
1.360560545843184199e+00,-3.073385840064773333e+00,-2.621297831943291134e-01,0.000000000000000000e+00
-6.466361304721516268e-01,4.844694942317913977e+00,4.436955687379204316e-01,1.000000000000000000e+00
-1.416432861748343708e+00,4.576061116109514160e+00,-2.255492860428465474e-01,0.000000000000000000e+00
-5.337555202137821420e-01,-3.981859393492813481e+00,-3.491964327932774448e-01,0.000000000000000000e+00
-2.238109870853534911e-01,9.354107273619373331e+00,-7.471617321551345947e-01,1.000000000000000000e+00
-5.760448078787492321e-01,7.247824640462390278e+00,-8.165501164671212786e-02,1.000000000000000000e+00
-1.305250373451326773e+00,5.526771310416642713e-01,7.996772565955801992e-01,0.000000000000000000e+00
-2.359342683052866096e+00,9.422046761177915730e-01,3.268850219194160966e-01,0.000000000000000000e+00
-1.113376754940719859e+00,1.294941775671633044e+00,1.212606819856596019e+00,0.000000000000000000e+00
-5.858070097650048824e-01,-3.175146752600294775e+00,-2.384338621735841990e+00,0.000000000000000000e+00
1.982905991628033382e+00,5.185031211916186766e-01,8.662628916612319374e-01,1.000000000000000000e+00
-1.749314541509183529e+00,-7.657280974366703630e-01,-1.624121014756896297e+00,0.000000000000000000e+00
1.637831990144070327e+00,-7.531351639799738429e+00,-9.062815832143139572e-01,0.000000000000000000e+00
2.470395610905122830e+00,1.369769492993083704e+00,6.744099155169069881e-01,1.000000000000000000e+00
2.209344183625653990e+00,6.592212190433008878e-01,-5.925280665873320363e-01,1.000000000000000000e+00
2.257161407782705798e+00,1.116999607125688243e+00,9.223781452371866418e-01,1.000000000000000000e+00
1.328354717112926631e+00,8.502708785231549271e+00,3.615468742673702551e-01,1.000000000000000000e+00
6.021649586251093256e-01,5.813086878221324305e+00,-2.656317106392729332e-01,1.000000000000000000e+00
2.740489652917739161e+00,-1.791545322505096127e+00,1.250573621247006439e+00,1.000000000000000000e+00
-2.530174915190053664e+00,-3.336856330430199580e-01,-4.217190905808407830e-01,0.000000000000000000e+00
-2.536247574977466557e-01,1.242744753529581581e-01,-1.358650675196317881e+00,0.000000000000000000e+00
-1.422827235951044766e+00,2.627573779050429881e+00,-6.018554220028718982e-01,0.000000000000000000e+00
7.998003453430514442e-01,-5.474971484085667583e+00,1.883990740296528354e+00,1.000000000000000000e+00
1.183799432961778919e+00,-4.627490485298361378e+00,2.902207825944663200e-01,0.000000000000000000e+00
8.385943088679419510e-01,-1.486481670978503922e-02,-6.226856318734569351e-01,0.000000000000000000e+00
2.590305097864275652e+00,-9.555227807679090191e+00,-2.241366782426282622e+00,0.000000000000000000e+00
-8.786204963572964433e-01,-6.068951495154239595e+00,-1.906676683875937750e-01,0.000000000000000000e+00
-4.792988695957494105e-01,-4.619481590979140684e+00,8.680587465421731874e-01,0.000000000000000000e+00
-9.119376839271382540e-01,-1.240926714325295421e+01,3.504502868784725167e-01,0.000000000000000000e+00
-2.462115640349954671e+00,-4.480620312357824098e+00,-5.884973586898513132e-01,0.000000000000000000e+00
-7.356552817990008597e-01,-3.033128957771279666e+00,-1.267794694676424028e-01,0.000000000000000000e+00
4.209418669018145209e+00,6.945187696624111062e+00,8.862533861417788428e-01,1.000000000000000000e+00
-3.276737874285873264e+00,-1.570724027263229461e+00,-2.615550714228425999e+00,0.000000000000000000e+00
2.682796304943539045e+00,-3.228496735873843448e+00,-8.462630241384870855e-01,0.000000000000000000e+00
1.629377748337425880e+00,-1.544940180482702097e+00,8.470519554716752220e-01,1.000000000000000000e+00
-1.170411791100027799e+00,7.365609220207332442e+00,-3.026517857633700265e-02,0.000000000000000000e+00
-8.354688639902689840e-01,-4.432275815420998910e+00,9.210163522730492325e-01,0.000000000000000000e+00
-3.006166948524624072e+00,-5.617414400131908181e-01,8.677735020902110907e-01,0.000000000000000000e+00
-2.535444037711438448e-01,6.974455696467477317e+00,2.109553730375460567e+00,1.000000000000000000e+00
-4.511020929333046103e-01,-4.369591252209884757e+00,1.276352733487841506e+00,0.000000000000000000e+00
-1.472498762351946988e+00,-7.695352517956416172e+00,1.118354986676428187e+00,0.000000000000000000e+00
2.790839336384055791e+00,-6.660706887781159047e+00,-6.877160516187674766e-01,0.000000000000000000e+00
6.716428111377952259e-01,-1.013390791846908812e+01,-9.317596209010586827e-01,0.000000000000000000e+00
-4.448757779570604587e-01,2.808420503102169175e+00,5.748145447295279764e-01,0.000000000000000000e+00
4.977378125042451473e-01,-1.399772859839731654e+00,2.533754875379606197e+00,1.000000000000000000e+00
1.168268876570100145e+00,-2.398545932156774363e+00,-9.898695047099539401e-01,0.000000000000000000e+00
1.603369804283311550e+00,-1.044861559301457632e+01,-4.548633490818173586e-01,0.000000000000000000e+00
-1.869290521245239312e+00,-1.874902274749883579e+00,-1.086446257696899842e+00,0.000000000000000000e+00
-1.028677108622916947e+00,1.381816484260858013e+00,-5.272826192214370711e-02,0.000000000000000000e+00
-5.193994407598787610e-01,2.250230551842695270e+00,-3.870841985315518485e-01,0.000000000000000000e+00
3.754513415615319705e+00,3.840927156206804138e+00,3.787067749022910434e-01,1.000000000000000000e+00
3.188266984126143094e-02,6.593285698073034773e+00,-9.060933002061867247e-01,1.000000000000000000e+00
-4.871532228752216143e-01,5.478782480586016135e+00,2.028977924495919627e+00,1.000000000000000000e+00
6.733103763414604037e-01,1.824462895816402197e+00,9.736489647773007849e-01,1.000000000000000000e+00
1.930859643713921936e-01,-5.795581744017023418e+00,3.841931666683025548e-01,0.000000000000000000e+00
1.443176663918118718e-01,3.053679800232337982e+00,2.237397591702348920e-01,0.000000000000000000e+00
1.453529278267015723e+00,-6.565070456366568052e+00,3.908215417271014847e-01,0.000000000000000000e+00
-2.035607753434018452e+00,1.036097588567231931e+01,-1.937492289767808629e+00,0.000000000000000000e+00
2.760501388010339952e+00,1.704507638107571887e+00,-5.257809091587317685e-01,1.000000000000000000e+00
-2.024304603147194292e+00,3.517819191241030374e+00,3.935390503853991584e-01,0.000000000000000000e+00
-1.886744754318536721e+00,-6.777019702768075859e+00,3.440108912944189190e-01,0.000000000000000000e+00
-1.520064353957206738e+00,-1.388124799775090623e-01,1.336377227633451570e+00,0.000000000000000000e+00
-2.712695989901020344e+00,8.967369321660003223e+00,-1.165876384424431089e+00,0.000000000000000000e+00
-4.546464026319608998e+00,7.131039943554217331e+00,-7.266553093979343236e-01,0.000000000000000000e+00
3.350713248898861130e-01,-4.331313054705879573e+00,-9.551486964674451574e-01,0.000000000000000000e+00
6.188158323100316771e-01,-7.085733600617482253e+00,-1.488427808653791651e+00,0.000000000000000000e+00
-3.404586601276537561e+00,-3.969351709643845094e+00,9.611772952406767712e-02,0.000000000000000000e+00
-5.214467835198167700e-01,-1.606388340870341880e+00,9.928233711112232074e-01,0.000000000000000000e+00
-3.701306547041627315e+00,-7.050539153823381255e+00,6.507080164038393510e-01,0.000000000000000000e+00
3.615751873434830954e-01,-2.788761503547492637e+00,3.204716812937026815e-01,0.000000000000000000e+00
-1.102316208959721822e+00,2.567325944600924004e+00,4.718545956048804113e-01,0.000000000000000000e+00
1.735196612558424500e-01,-5.354625540057136313e+00,1.469436475700852118e-01,0.000000000000000000e+00
-1.698655198346437967e+00,-3.599099800313005026e+00,2.906156817524123248e+00,0.000000000000000000e+00
-1.179001501541543373e+00,-2.878619661233677296e-01,1.692460613159625815e+00,0.000000000000000000e+00
-4.109972494313860025e+00,-1.476862491776289588e+00,-1.363094065710898639e-01,0.000000000000000000e+00
-2.907405647860294540e+00,1.081328771456679716e+00,7.396580962567195217e-01,0.000000000000000000e+00
-5.197558651176820144e-01,4.923584970835453767e+00,8.284888384740859424e-01,0.000000000000000000e+00
1.578465497763040888e-03,2.029457556848878852e+00,-3.666712515955017349e-01,0.000000000000000000e+00
2.282035218444641078e+00,3.475051323948625814e+00,1.310053840516956392e+00,1.000000000000000000e+00
-2.364339488192904515e+00,1.432387141696433774e+00,-3.554002743644692486e-01,0.000000000000000000e+00
-4.532971476871380245e-01,4.442103684914594730e+00,-1.863892919195761610e+00,0.000000000000000000e+00
2.573113146895573272e-02,-8.289009669139534964e+00,-5.574610653115061876e-01,0.000000000000000000e+00
5.454999002364400162e-01,-6.709887843775592664e+00,-4.943184416632986355e-01,0.000000000000000000e+00
4.298206027883763269e+00,1.961768382295816959e+00,1.766925122034140205e+00,1.000000000000000000e+00
3.727990936432992730e-01,3.310278411781075736e-01,-1.135130566470940128e+00,0.000000000000000000e+00
-1.624153632549448556e+00,-5.381581282202621885e+00,-5.209879219232484981e-01,0.000000000000000000e+00
-9.599722929029057550e-01,9.360414703009224624e+00,9.889730645172257750e-01,1.000000000000000000e+00
-2.481096478918804582e+00,1.020454510785647084e+00,2.050941542008415386e+00,0.000000000000000000e+00
-7.665578824003606018e-01,-7.090398046201426219e+00,-3.494690783924616628e-01,0.000000000000000000e+00
2.565343258778829849e+00,1.320329818964443236e+00,6.118861247580179713e-02,1.000000000000000000e+00
2.693887909664371527e+00,-3.001629600895445282e+00,3.870837786643228084e-01,1.000000000000000000e+00
4.333584600965351696e-01,-1.557961497026639996e+00,8.372647273524623790e-01,0.000000000000000000e+00
6.162762160844604820e-01,-8.799544845416312100e+00,1.879536471092548844e-01,0.000000000000000000e+00
3.268782150722956414e-01,-1.212960396569036023e-02,1.084776571578801807e+00,1.000000000000000000e+00
-2.213232593763603956e-02,3.314571771642132347e+00,-9.378791667391636055e-01,0.000000000000000000e+00
2.559186283732460820e-01,6.679676250301822549e+00,4.832697827566898030e-01,1.000000000000000000e+00
9.914101411035415312e-01,4.780356950774736546e+00,-9.018495005277276100e-01,1.000000000000000000e+00
7.977798154732019809e-01,2.773846952806839905e+00,1.231652053951232340e+00,1.000000000000000000e+00
2.211187172038187043e+00,-5.574900052685761054e+00,1.966010189748274239e+00,1.000000000000000000e+00
2.952585447185706036e-01,-7.493441323341146543e+00,-1.972493768785925083e-01,0.000000000000000000e+00
1.763404975808493536e-01,-9.853955158063185116e-02,4.837894807236364780e-01,0.000000000000000000e+00
-1.703507629609409268e-01,1.572127513510633845e-01,-9.299609578404232080e-01,0.000000000000000000e+00
-2.888903372915072598e-01,7.340577649369762980e+00,2.973978813490874562e-01,1.000000000000000000e+00
-3.638880950866332786e-01,-5.142206709848179180e+00,-9.046732950233155046e-01,0.000000000000000000e+00
2.945536407048286343e+00,1.667321328746684372e+00,1.723838835329118524e+00,1.000000000000000000e+00
-4.248484620933703049e+00,1.248648359391480112e+00,-4.491316586255403864e-01,0.000000000000000000e+00
-1.370411734042556340e+00,1.277295699573853804e+00,1.650118698551788832e+00,1.000000000000000000e+00
-1.393634716210535585e+00,-3.203490028936903933e+00,-7.312282056903518512e-01,0.000000000000000000e+00
1.742321586191137417e+00,7.702016635407123779e+00,-4.247208645636826319e-01,1.000000000000000000e+00
1.407448480167727833e+00,-6.759216633355902282e+00,-6.240548876549203428e-01,0.000000000000000000e+00
-5.849123802229638791e-01,-6.035501721939444675e-01,-1.514299184171531643e+00,0.000000000000000000e+00
-4.096023110125859290e+00,2.139700993225029713e+00,1.121589912165635583e-01,0.000000000000000000e+00
4.106786421658513930e+00,1.951797360976881501e+00,-6.612051722482129024e-02,1.000000000000000000e+00
1.133105992441647780e+00,2.192479537787963118e+00,2.861461200281463224e-01,1.000000000000000000e+00
-2.894698851429347020e-01,-1.118166112789969358e+00,-6.784201557834502738e-01,0.000000000000000000e+00
-4.696728815965520720e-01,2.562891247703174891e+00,2.507225019649590991e-01,0.000000000000000000e+00
1.359073143873950285e+00,1.150069448768659086e+01,-3.040711792404989788e-01,1.000000000000000000e+00
-1.829287241420732846e+00,2.269189718339995832e+00,7.813410648058070063e-01,0.000000000000000000e+00
-7.958257891350278834e-01,8.051130106706738232e+00,9.727933553106310471e-01,1.000000000000000000e+00
-6.375012310751053679e-01,-1.505489948403757827e+00,2.090660331653613646e+00,1.000000000000000000e+00
-9.487539948982883775e-01,-2.635796564942520792e+00,-1.524162434654939002e-01,0.000000000000000000e+00
1.189952135957649704e+00,-1.012227066661453900e+00,1.713049796902154642e-01,0.000000000000000000e+00
4.986692464069351516e+00,-6.045038031452084404e+00,6.404009267807054817e-01,1.000000000000000000e+00
-5.802060475545935958e-01,-3.199491036959649648e+00,2.121007089288240888e+00,0.000000000000000000e+00
5.546487777391523322e-01,6.556269343161529761e+00,1.435982784808766954e+00,1.000000000000000000e+00
2.080443290616548868e+00,3.281403594380076782e+00,-1.489723538369787548e+00,1.000000000000000000e+00
1.808174857287498050e+00,-2.405445140954654448e+00,4.352425610507067444e-01,1.000000000000000000e+00
3.031659525132602284e-01,-3.728631924469624437e+00,6.263978092969508804e-01,0.000000000000000000e+00
1.891554208545767723e+00,-6.821662240554924317e+00,8.239074468079264912e-01,0.000000000000000000e+00
-5.406429170533550099e+00,-5.937841603474391938e+00,6.451645157601199054e-02,0.000000000000000000e+00
-2.180599849044043914e+00,3.043836170475296310e+00,-1.395155635583775200e-01,0.000000000000000000e+00
-2.262293205922498440e-01,4.388004929809278920e+00,1.533977653688622933e+00,1.000000000000000000e+00
5.797355465115636708e-01,-8.130138681831190484e-01,2.124221561408396131e+00,1.000000000000000000e+00
-6.485971678778856830e-01,-1.080956943962165795e-01,1.200208475878937531e+00,0.000000000000000000e+00
-2.022655929169829836e+00,9.829530139490380236e+00,-6.196740407936214279e-01,0.000000000000000000e+00
-1.406818262337705461e+00,1.734891491487449144e+00,-1.188394319008475586e+00,0.000000000000000000e+00
2.990462111644652810e-01,-8.196763814648814872e+00,8.186801536063444129e-02,0.000000000000000000e+00
1.915755872499571355e+00,3.227411498640515575e+00,-5.592112107760287554e-01,1.000000000000000000e+00
-4.355958859486662171e-01,4.967489250161774450e+00,-2.781055681993307993e-01,0.000000000000000000e+00
-3.863811658453700559e+00,-7.800535869137085854e+00,7.540652856184003605e-01,0.000000000000000000e+00
8.887554238915200688e-01,-4.938017386692204802e+00,-4.672631452406676017e-02,0.000000000000000000e+00
-4.869801508522044742e-01,2.652250766618013067e+00,-2.090060274800252582e+00,0.000000000000000000e+00
2.327472534033580676e+00,1.729862161935046672e+01,9.366887083744707132e-01,1.000000000000000000e+00
-2.129226316524639451e-01,7.112604863511732489e+00,-4.183969672066900625e-01,0.000000000000000000e+00
-3.654464447768043245e-01,6.644151332294288004e+00,-6.190705647720339266e-01,0.000000000000000000e+00
-3.727628596306337361e+00,6.701424905079135463e+00,6.237968381320639910e-01,0.000000000000000000e+00
-2.373581170774496374e-01,2.852169616442940647e+00,3.317161580359145323e-01,0.000000000000000000e+00
2.465398116248614269e+00,2.685439250922581511e+00,-4.045487374954745974e-01,1.000000000000000000e+00
-8.746087077597622939e-01,-1.759159575372789774e+00,-1.240325824367423946e-01,0.000000000000000000e+00
-8.459920318989155863e-01,1.144664941013691317e+00,9.581165863391694071e-01,0.000000000000000000e+00
1.849926549080198324e-01,8.551820449490790566e+00,3.758660706726956596e-02,1.000000000000000000e+00
5.017686537224597121e-01,-2.376934350970286047e+00,-3.741714123996598973e-01,0.000000000000000000e+00
-8.641199836532531542e-01,-7.317597804315334464e+00,-6.715505589078213378e-01,0.000000000000000000e+00
1.070256931866251593e+00,-9.686426325507647705e-01,1.776032377094354242e+00,1.000000000000000000e+00
-2.828635174490318427e+00,7.586680614325977956e-01,-6.349144601295375612e-02,0.000000000000000000e+00
6.657533315315516953e-01,2.635262840982987687e+00,-2.667080806783645563e+00,0.000000000000000000e+00
1.915197950549156092e+00,4.162580320897385278e+00,1.031183899901535916e+00,1.000000000000000000e+00
3.274663608890315825e-02,2.934984794514142736e-01,-1.932089763623379142e-01,0.000000000000000000e+00
-2.371539220293030284e-02,9.263218198984357610e-01,-5.046816312055664167e-01,0.000000000000000000e+00
1.755183192799136815e+00,-1.022660742816253787e+01,-5.571374810640572495e-01,0.000000000000000000e+00
-2.867930327247725231e+00,-3.389074355778137537e+00,-1.207853665156462419e+00,0.000000000000000000e+00
-3.079551112640866339e+00,3.759404822482789732e-02,-3.948378848845982003e-01,0.000000000000000000e+00
2.844810700901693745e-01,1.546226407371208644e+00,-5.683656079877812406e-01,0.000000000000000000e+00
4.858455325307755590e-01,5.059041191227504619e-01,1.272796007880975688e+00,1.000000000000000000e+00
2.684176702967919326e+00,-8.517499863432622220e+00,2.444813782823441473e-01,0.000000000000000000e+00
8.893205249237262633e-01,-3.160358594560805923e+00,2.472558691109914275e-01,0.000000000000000000e+00
4.639958509811080711e-01,7.170394425829259788e+00,-4.377909039337514741e-01,1.000000000000000000e+00
-3.138199516084290153e-01,3.951973355292817125e+00,-4.048428868403062819e-01,0.000000000000000000e+00
-1.164853485112421927e+00,-6.997501859698733284e+00,3.609952393672000714e-01,0.000000000000000000e+00
1.099246285201666895e+00,-3.468505088432303651e+00,2.442932462403762661e-01,0.000000000000000000e+00
1.249745830520324397e+00,-6.225773664279819819e+00,1.357691034253556639e+00,1.000000000000000000e+00
9.620214934171615884e-01,5.530361759070975936e+00,-2.778200531887091151e-01,1.000000000000000000e+00
-2.904222933381755745e+00,-1.220792983429455303e+00,-5.998109059382438213e-01,0.000000000000000000e+00
-1.581725213843095390e-01,2.966575622073657659e+00,1.075414387850201603e+00,1.000000000000000000e+00
-2.276983387413908377e-01,8.753210472039663514e+00,8.526513377552636941e-01,1.000000000000000000e+00
-3.729321915110592744e+00,7.849390127237659831e-01,-1.183884352604102075e+00,0.000000000000000000e+00
3.543419581188044787e-01,7.833821234582973858e+00,7.320734640187346320e-01,1.000000000000000000e+00
-1.506272375875752356e+00,4.062249053636443286e+00,-1.239766908942691259e+00,0.000000000000000000e+00
1.071353494518603622e+00,4.926527743743605470e+00,-1.469166729277288308e+00,0.000000000000000000e+00
3.635813408205171626e+00,4.007959435691446082e+00,-2.569194802660264565e-01,1.000000000000000000e+00
2.994808052282627031e-01,1.177867400851709823e+00,1.678401671273741069e+00,1.000000000000000000e+00
-4.854167019550421180e+00,6.495839473943845199e+00,-8.141335106776904640e-01,0.000000000000000000e+00
1.006462070949081467e+00,3.603939105701346346e+00,-1.958028088720534576e+00,0.000000000000000000e+00
1.725634050294135635e+00,-6.640069768800954897e+00,4.905178337622919660e-01,0.000000000000000000e+00
1.965654333964382383e+00,-6.320063825036832839e+00,-8.054738351203057090e-02,0.000000000000000000e+00
-2.342318059590455359e+00,3.827617091981849295e+00,-4.267069921982563629e-02,0.000000000000000000e+00
2.137653054719664159e+00,-2.316518090536102470e+00,-2.071388822884154268e-01,0.000000000000000000e+00
2.672239132935336214e-01,-3.005426979897494189e+00,3.789216178046522776e-01,0.000000000000000000e+00
-1.458441738860065007e+00,1.349902419398240294e+00,6.882980016217794816e-02,0.000000000000000000e+00
7.096640671301692738e-01,6.105254883101456365e+00,-4.775900176134904029e-01,1.000000000000000000e+00
-9.861383082323624816e-01,2.162130984176386050e+00,-6.850809017268392198e-01,0.000000000000000000e+00
-2.983486388513397758e-01,-4.249993213407983639e+00,-3.207942656355615707e-01,0.000000000000000000e+00
-1.536339718361896312e+00,2.664012117499000354e+00,1.193771196250162259e+00,0.000000000000000000e+00
-2.474599169117112307e+00,-1.332890601514325146e+00,1.162639380555050422e-01,0.000000000000000000e+00
-2.168872671785197159e+00,-2.143599586683458291e+00,-1.054805041773930308e+00,0.000000000000000000e+00
-2.734814270588730167e+00,-2.947349186798319920e+00,1.193713141550821311e+00,0.000000000000000000e+00
5.275311180705715142e-01,-3.999734669440337953e+00,-1.542239511522746742e+00,0.000000000000000000e+00
6.461416692399650774e-01,-7.494894803990057142e+00,1.100187337354691097e+00,0.000000000000000000e+00
-4.387559403925667567e+00,3.432232226118343554e+00,-1.661472244707084878e+00,0.000000000000000000e+00
2.577346916144640510e+00,5.317593538810997389e-01,-2.565745136152930983e-01,1.000000000000000000e+00
1.082468167887657540e+00,5.003448023849204063e+00,2.624790975616055455e+00,1.000000000000000000e+00
5.068149192398165026e-02,8.304939888983482454e-01,-5.442105598004303157e-01,0.000000000000000000e+00
8.440031863010424296e-01,8.769905078100286744e+00,9.878820201360511977e-01,1.000000000000000000e+00
